"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050900","leukocyte migration","14/168","499/18670",0.000173409300532988,0.0049413393066162,0.00387150388257609,"IGHA2/IGLC3/IGLC1/IGLC2/ADA/IGKC/LGALS3/CAV1/MDK/PPIA/C1QBP/RAC1/MIF/CCL3",14
"GO:0019319","hexose biosynthetic process","6/168","92/18670",0.000182700179079315,0.00515697109250294,0.0040404498392218,"GOT2/GAPDH/MDH2/TPI1/ENO1/PGAM1",6
"GO:0001836","release of cytochrome c from mitochondria","5/168","59/18670",0.000187921705213993,0.00518855194412905,0.00406519320981403,"BIK/BID/PMAIP1/PDCD5/BAX",5
"GO:0061077","chaperone-mediated protein folding","5/168","59/18670",0.000187921705213993,0.00518855194412905,0.00406519320981403,"PDCD5/CCT2/DNAJB1/HSPB1/HSPA6",5
"GO:0006956","complement activation","8/168","175/18670",0.000189021444488658,0.00518855194412905,0.00406519320981403,"IGHA2/IGLC3/IGLC1/IGLC2/IGKC/IGHV5-51/IGHV3-49/C1QBP",8
"GO:0033260","nuclear DNA replication","5/168","60/18670",0.000203527534534667,0.00553594893934295,0.00433737626228425,"MCM2/POLD2/MCM7/RPA3/PCNA",5
"GO:0051204","protein insertion into mitochondrial membrane","4/168","33/18670",0.000211152688870232,0.00558913611237298,0.00437904803062715,"BID/PMAIP1/TFDP1/BAX",4
"GO:0050821","protein stabilization","8/168","178/18670",0.00021227869075228,0.00558913611237298,0.00437904803062715,"TESC/PIM1/GAPDH/PIM2/HSPD1/CCT2/GRN/HSP90AA1",8
"GO:0006165","nucleoside diphosphate phosphorylation","7/168","134/18670",0.000212319929868356,0.00558913611237298,0.00437904803062715,"NME1/GAPDH/PKM/NME2/TPI1/ENO1/PGAM1",7
"GO:0034404","nucleobase-containing small molecule biosynthetic process","9/168","226/18670",0.000212955052409933,0.00558913611237298,0.00437904803062715,"ADA/NME1/GAPDH/PKM/NME2/TPI1/ENO1/PGAM1/DUT",9
"GO:0030888","regulation of B cell proliferation","5/168","61/18670",0.000220101615298378,0.00568375728906598,0.00445318304346676,"ADA/AHR/TFRC/MZB1/MIF",5
"GO:0051099","positive regulation of binding","8/168","179/18670",0.00022053384450388,0.00568375728906598,0.00445318304346676,"LGALS3/CAV1/NME1/TXN/STMN1/RAN/IRF4/HMGB2",8
"GO:0010324","membrane invagination","7/168","135/18670",0.000222259225541684,0.00568375728906598,0.00445318304346676,"IGHA2/IGLC3/IGLC1/IGLC2/IGKC/IGHV5-51/IGHV3-49",7
"GO:0046939","nucleotide phosphorylation","7/168","136/18670",0.000232570463039037,0.00589704089332879,0.00462028921666311,"NME1/GAPDH/PKM/NME2/TPI1/ENO1/PGAM1",7
"GO:0006220","pyrimidine nucleotide metabolic process","5/168","62/18670",0.000237683425948207,0.00597604042384063,0.00468218478183685,"NME1/TYMS/ERH/NME2/DUT",5
"GO:0006268","DNA unwinding involved in DNA replication","3/168","14/18670",0.000242192732513414,0.00601525276887107,0.0047129073727399,"HMGA1/MCM2/MCM7",3
"GO:0072655","establishment of protein localization to mitochondrion","7/168","137/18670",0.00024326389874111,0.00601525276887107,0.0047129073727399,"BID/PMAIP1/TFDP1/HSPD1/PDCD5/BAX/HSP90AA1",7
"GO:0046364","monosaccharide biosynthetic process","6/168","98/18670",0.000258005324378205,0.00632661929920591,0.00495686081456922,"GOT2/GAPDH/MDH2/TPI1/ENO1/PGAM1",6
"GO:0015980","energy derivation by oxidation of organic compounds","10/168","285/18670",0.000265215665333952,0.00632661929920591,0.00495686081456922,"COX5A/UQCRH/BID/COX6A1/NDUFA4/NDUFC2/MDH2/NDUFB4/NDUFA12/UQCRQ",10
"GO:0002697","regulation of immune effector process","13/168","458/18670",0.00026536686266178,0.00632661929920591,0.00495686081456922,"IGLC3/IGLC1/IGLC2/IGKC/LGALS3/TFRC/HSPD1/C1QBP/NFKBIZ/GRN/IRF4/MZB1/MIF",13
"GO:0009262","deoxyribonucleotide metabolic process","4/168","35/18670",0.00026642848653073,0.00632661929920591,0.00495686081456922,"ADA/TYMS/DUT/RRM2",4
"GO:1901030","positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","4/168","35/18670",0.00026642848653073,0.00632661929920591,0.00495686081456922,"BID/PMAIP1/TFDP1/BAX",4
"GO:0070585","protein localization to mitochondrion","7/168","141/18670",0.000290070714646214,0.00683379195449979,0.00535422694999684,"BID/PMAIP1/TFDP1/HSPD1/PDCD5/BAX/HSP90AA1",7
"GO:0009263","deoxyribonucleotide biosynthetic process","3/168","15/18670",0.000300742902166048,0.00697537025799083,0.00546515253466985,"TYMS/DUT/RRM2",3
"GO:0048569","post-embryonic animal organ development","3/168","15/18670",0.000300742902166048,0.00697537025799083,0.00546515253466985,"MYO7A/MYO1E/BAX",3
"GO:0045730","respiratory burst","4/168","37/18670",0.000331393711471184,0.00762715372862909,0.00597582020604313,"IGHA2/RAC1/GRN/PGAM1",4
"GO:0046365","monosaccharide catabolic process","5/168","67/18670",0.000342138329439736,0.00781433497468466,0.00612247536892159,"GAPDH/PKM/TPI1/ENO1/PGAM1",5
"GO:0030098","lymphocyte differentiation","11/168","353/18670",0.000363463269515289,0.00821237198790754,0.00643433451205674,"DTX1/ADA/BATF/SEMA4A/MDK/BLNK/NFKBIZ/IRF4/POU2F2/BAX/CD79B",11
"GO:0002377","immunoglobulin production","8/168","193/18670",0.000366578977363248,0.00821237198790754,0.00643433451205674,"IGKV1-27/BATF/IGKC/TFRC/GALNT2/HSPD1/POU2F2/MZB1",8
"GO:0048246","macrophage chemotaxis","4/168","38/18670",0.000367800082346126,0.00821237198790754,0.00643433451205674,"LGALS3/MDK/MIF/CCL3",4
"GO:0002286","T cell activation involved in immune response","6/168","106/18670",0.000394157807907516,0.00873570489821694,0.00684436209130633,"BATF/SEMA4A/LGALS3/MDK/NFKBIZ/IRF4",6
"GO:0010952","positive regulation of peptidase activity","8/168","197/18670",0.000420355224245557,0.00924781493340225,0.00724559662844315,"BEX3/BID/CAV1/PMAIP1/HSPD1/PDCD5/GRN/BAX",8
"GO:0019318","hexose metabolic process","9/168","249/18670",0.000434025928726135,0.00931072499182015,0.00729488620770598,"GOT2/GAPDH/FABP5/PMAIP1/PKM/MDH2/TPI1/ENO1/PGAM1",9
"GO:0031099","regeneration","8/168","198/18670",0.000434755216727148,0.00931072499182015,0.00729488620770598,"CDK4/MDK/TYMS/DHFR/PKM/ADM/PCNA/GRN",8
"GO:0072376","protein activation cascade","8/168","198/18670",0.000434755216727148,0.00931072499182015,0.00729488620770598,"IGHA2/IGLC3/IGLC1/IGLC2/IGKC/IGHV5-51/IGHV3-49/C1QBP",8
"GO:0071156","regulation of cell cycle arrest","6/168","108/18670",0.000435662265660034,0.00931072499182015,0.00729488620770598,"CDK4/MDM2/TFDP1/PCNA/BAX/MIF",6
"GO:1903037","regulation of leukocyte cell-cell adhesion","10/168","304/18670",0.00044160382160951,0.00933024827356281,0.0073101825588321,"DTX1/ADA/EBI3/LGALS3/TFRC/CAV1/MDK/HSPD1/RAC1/NFKBIZ",10
"GO:0060263","regulation of respiratory burst","3/168","17/18670",0.000443552473341069,0.00933024827356281,0.0073101825588321,"IGHA2/RAC1/GRN",3
"GO:0044786","cell cycle DNA replication","5/168","71/18670",0.000448116934915735,0.00933024827356281,0.0073101825588321,"MCM2/POLD2/MCM7/RPA3/PCNA",5
"GO:0042026","protein refolding","4/168","40/18670",0.000449049382150082,0.00933024827356281,0.0073101825588321,"PPIA/HSPD1/HSP90AA1/HSPA6",4
"GO:0045862","positive regulation of proteolysis","11/168","363/18670",0.000459622505503753,0.00948407266529122,0.00743070286574851,"BEX3/BID/CAV1/PMAIP1/MDM2/HSPD1/PDCD5/GRN/ENO1/ZFAND2A/BAX",11
"GO:0006261","DNA-dependent DNA replication","7/168","153/18670",0.000475368845454927,0.00974180538082974,0.00763263459861661,"HMGA1/MCM2/POLD2/MCM7/SSBP1/RPA3/PCNA",7
"GO:0006458","'de novo' protein folding","4/168","41/18670",0.000494130415747085,0.0099684274521388,0.00781019136501306,"HSPD1/CCT2/DNAJB1/HSPA6",4
"GO:0019985","translesion synthesis","4/168","41/18670",0.000494130415747085,0.0099684274521388,0.00781019136501306,"POLD2/PCLAF/RPA3/PCNA",4
"GO:0050870","positive regulation of T cell activation","8/168","202/18670",0.000496422356406645,0.0099684274521388,0.00781019136501306,"ADA/EBI3/TFRC/CAV1/MDK/HSPD1/RAC1/NFKBIZ",8
"GO:0031100","animal organ regeneration","5/168","73/18670",0.000509557386313952,0.0101639713323423,0.00796339859172751,"CDK4/TYMS/PKM/ADM/PCNA",5
"GO:0002902","regulation of B cell apoptotic process","3/168","18/18670",0.000528754519355968,0.0104081152757438,0.00815468361915334,"ADA/BAX/MIF",3
"GO:0009200","deoxyribonucleoside triphosphate metabolic process","3/168","18/18670",0.000528754519355968,0.0104081152757438,0.00815468361915334,"ADA/TYMS/DUT",3
"GO:0032459","regulation of protein oligomerization","4/168","43/18670",0.000593805636834847,0.0116121991203259,0.00909807466963333,"BIK/BID/PMAIP1/BAX",4
"GO:0060249","anatomical structure homeostasis","12/168","437/18670",0.000613292987448864,0.0119154066132922,0.0093356355642421,"IGHA2/IGKC/TFRC/POLD2/PRDX1/RAC1/CCT2/RPA3/PCNA/BAX/HSP90AA1/HSPB1",12
"GO:0009148","pyrimidine nucleoside triphosphate biosynthetic process","3/168","19/18670",0.000623758889008669,0.0119633756148329,0.00937321893267413,"NME1/TYMS/NME2",3
"GO:0051131","chaperone-mediated protein complex assembly","3/168","19/18670",0.000623758889008669,0.0119633756148329,0.00937321893267413,"HSPD1/CCT2/HSP90AA1",3
"GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","4/168","44/18670",0.000648641660999591,0.0123613748389221,0.00968504846829427,"BID/PMAIP1/TFDP1/BAX",4
"GO:0010822","positive regulation of mitochondrion organization","6/168","117/18670",0.00066636786699232,0.0126188142913989,0.0098867504316582,"BIK/BID/PMAIP1/TFDP1/PDCD5/BAX",6
"GO:0006271","DNA strand elongation involved in DNA replication","3/168","20/18670",0.000729000887610212,0.0137180544385519,0.0107479971976693,"POLD2/MCM7/PCNA",3
"GO:0006979","response to oxidative stress","12/168","451/18670",0.000807587958818122,0.0150146084131783,0.0117638379313778,"ADA/PRDX6/ATOX1/TXN/MDM2/DHFR/PRDX1/NDUFB4/NME2/PCNA/NDUFA12/HSPB1",12
"GO:0046651","lymphocyte proliferation","9/168","272/18670",0.000817031117160268,0.0150146084131783,0.0117638379313778,"ADA/EBI3/AHR/LGALS3/TFRC/HSPD1/BAX/MZB1/MIF",9
"GO:1902105","regulation of leukocyte differentiation","9/168","272/18670",0.000817031117160268,0.0150146084131783,0.0117638379313778,"DTX1/ADA/TESC/MDK/NME1/NME2/NFKBIZ/IRF4/CCL3",9
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","8/168","218/18670",0.00081797499042382,0.0150146084131783,0.0117638379313778,"ADA/EBI3/TFRC/CAV1/MDK/HSPD1/RAC1/NFKBIZ",8
"GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","3/168","21/18670",0.000844901891134166,0.0153208876258995,0.0120038054963687,"COX5A/COX6A1/NDUFA4",3
"GO:0019646","aerobic electron transport chain","3/168","21/18670",0.000844901891134166,0.0153208876258995,0.0120038054963687,"COX5A/COX6A1/NDUFA4",3
"GO:0032943","mononuclear cell proliferation","9/168","274/18670",0.00086039096576201,0.0155077696961442,0.0121502262571465,"ADA/EBI3/AHR/LGALS3/TFRC/HSPD1/BAX/MZB1/MIF",9
"GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","6/168","125/18670",0.000942236905788081,0.0168812743839398,0.0132263573223451,"CDK4/MDM2/TFDP1/SEPTIN7/PCNA/BAX",6
"GO:0007159","leukocyte cell-cell adhesion","10/168","337/18670",0.000975722008407217,0.0172849199019647,0.0135426106887403,"DTX1/ADA/EBI3/LGALS3/TFRC/CAV1/MDK/HSPD1/RAC1/NFKBIZ",10
"GO:0051205","protein insertion into membrane","4/168","49/18670",0.000977676714790443,0.0172849199019647,0.0135426106887403,"BID/PMAIP1/TFDP1/BAX",4
"GO:0046031","ADP metabolic process","6/168","126/18670",0.00098209772170254,0.0172849199019647,0.0135426106887403,"GAPDH/AK2/PKM/TPI1/ENO1/PGAM1",6
"GO:0002683","negative regulation of immune system process","12/168","463/18670",0.00101284057845887,0.017721748600871,0.0138848628391992,"DTX1/ADA/LGALS3/MDK/NME1/PHPT1/C1QBP/NME2/GRN/IRF4/MIF/CCL3",12
"GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","5/168","86/18670",0.00107578493516941,0.0186629919997785,0.0146223202869078,"BEX3/BID/PMAIP1/HSPD1/BAX",5
"GO:0006986","response to unfolded protein","7/168","176/18670",0.0010868150207184,0.0186629919997785,0.0146223202869078,"HSPD1/BAX/HSP90AA1/DNAJB1/HSPB1/HSP90B1/HSPA6",7
"GO:0031647","regulation of protein stability","9/168","284/18670",0.00110621337071565,0.0186629919997785,0.0146223202869078,"TESC/PIM1/GAPDH/PIM2/MDM2/HSPD1/CCT2/GRN/HSP90AA1",9
"GO:0006297","nucleotide-excision repair, DNA gap filling","3/168","23/18670",0.00111029832084244,0.0186629919997785,0.0146223202869078,"POLD2/RPA3/PCNA",3
"GO:0042451","purine nucleoside biosynthetic process","3/168","23/18670",0.00111029832084244,0.0186629919997785,0.0146223202869078,"ADA/NME1/NME2",3
"GO:0046129","purine ribonucleoside biosynthetic process","3/168","23/18670",0.00111029832084244,0.0186629919997785,0.0146223202869078,"ADA/NME1/NME2",3
"GO:0071157","negative regulation of cell cycle arrest","3/168","23/18670",0.00111029832084244,0.0186629919997785,0.0146223202869078,"CDK4/MDM2/MIF",3
"GO:0009060","aerobic respiration","5/168","87/18670",0.00113319517858452,0.0189023325432794,0.0148098418849857,"COX5A/UQCRH/COX6A1/NDUFA4/MDH2",5
"GO:0000731","DNA synthesis involved in DNA repair","4/168","51/18670",0.00113717241236307,0.0189023325432794,0.0148098418849857,"POLD2/PCLAF/RPA3/PCNA",4
"GO:2001234","negative regulation of apoptotic signaling pathway","8/168","230/18670",0.00115497976667942,0.0190922622204687,0.0149586504239318,"LGALS3/BID/MDM2/ENO1/BAX/MIF/HSPB1/HMGB2",8
"GO:0002440","production of molecular mediator of immune response","9/168","286/18670",0.00116160905057741,0.0190963421941078,0.014961847053996,"IGKV1-27/BATF/IGKC/TFRC/GALNT2/HSPD1/POU2F2/MZB1/MIF",9
"GO:2001235","positive regulation of apoptotic signaling pathway","7/168","179/18670",0.00119869414322859,0.0195329542790783,0.0153039294889908,"BIK/BID/CAV1/PMAIP1/TFDP1/PDCD5/BAX",7
"GO:1902807","negative regulation of cell cycle G1/S phase transition","6/168","131/18670",0.00120122446101284,0.0195329542790783,0.0153039294889908,"CDK4/MDM2/TFDP1/SEPTIN7/PCNA/BAX",6
"GO:0006301","postreplication repair","4/168","52/18670",0.00122338446789207,0.0197857639347734,0.0155020040398045,"POLD2/PCLAF/RPA3/PCNA",4
"GO:0070613","regulation of protein processing","7/168","180/18670",0.00123792827398033,0.019850647058233,0.0155528395013668,"IGLC3/IGLC1/IGLC2/IGKC/MDM2/C1QBP/ENO1",7
"GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","6/168","132/18670",0.00124921053117262,0.019850647058233,0.0155528395013668,"BEX3/BID/PMAIP1/HSPD1/PDCD5/BAX",6
"GO:1903706","regulation of hemopoiesis","12/168","475/18670",0.00125985215439859,0.019850647058233,0.0155528395013668,"DTX1/ADA/LGALS3/TESC/MDK/NME1/PIM1/NME2/NFKBIZ/IRF4/CCL3/HMGB2",12
"GO:0001783","B cell apoptotic process","3/168","24/18670",0.00126056916479421,0.019850647058233,0.0155528395013668,"ADA/BAX/MIF",3
"GO:0090023","positive regulation of neutrophil chemotaxis","3/168","24/18670",0.00126056916479421,0.019850647058233,0.0155528395013668,"MDK/C1QBP/RAC1",3
"GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","4/168","53/18670",0.00131406890338688,0.0202445256179575,0.0158614405260313,"RGS13/ADA/STMN1/ADM",4
"GO:0070228","regulation of lymphocyte apoptotic process","4/168","53/18670",0.00131406890338688,0.0202445256179575,0.0158614405260313,"ADA/LGALS3/BAX/MIF",4
"GO:1905517","macrophage migration","4/168","53/18670",0.00131406890338688,0.0202445256179575,0.0158614405260313,"LGALS3/MDK/MIF/CCL3",4
"GO:0009166","nucleotide catabolic process","7/168","182/18670",0.00131941259876394,0.0202445256179575,0.0158614405260313,"ADA/GAPDH/PKM/TPI1/ENO1/PGAM1/DUT",7
"GO:1903317","regulation of protein maturation","7/168","182/18670",0.00131941259876394,0.0202445256179575,0.0158614405260313,"IGLC3/IGLC1/IGLC2/IGKC/MDM2/C1QBP/ENO1",7
"GO:0005996","monosaccharide metabolic process","9/168","292/18670",0.00134140400192896,0.0204769427233237,0.0160435376600204,"GOT2/GAPDH/FABP5/PMAIP1/PKM/MDH2/TPI1/ENO1/PGAM1",9
"GO:2000045","regulation of G1/S transition of mitotic cell cycle","7/168","184/18670",0.00140503627110562,0.0212968084915993,0.0166858966052602,"CDK4/BID/MDM2/TFDP1/SEPTIN7/PCNA/BAX",7
"GO:0097345","mitochondrial outer membrane permeabilization","4/168","54/18670",0.0014093476207676,0.0212968084915993,0.0166858966052602,"BID/PMAIP1/TFDP1/BAX",4
"GO:0051402","neuron apoptotic process","8/168","239/18670",0.00147404517700799,0.022162528490492,0.0173641820110912,"BID/MDK/MYBL2/GAPDH/SET/GRN/BAX/CCL3",8
"GO:0006120","mitochondrial electron transport, NADH to ubiquinone","4/168","55/18670",0.00150934222400568,0.0224674225583334,0.01760306432501,"NDUFA4/NDUFC2/NDUFB4/NDUFA12",4
"GO:0043030","regulation of macrophage activation","4/168","55/18670",0.00150934222400568,0.0224674225583334,0.01760306432501,"HSPD1/GRN/MIF/CCL3",4
"GO:0070661","leukocyte proliferation","9/168","298/18670",0.0015430145827231,0.0224832599635705,0.0176154728183477,"ADA/EBI3/AHR/LGALS3/TFRC/HSPD1/BAX/MZB1/MIF",9
"GO:0009135","purine nucleoside diphosphate metabolic process","6/168","138/18670",0.00156866713313692,0.0224832599635705,0.0176154728183477,"GAPDH/AK2/PKM/TPI1/ENO1/PGAM1",6
"GO:0009179","purine ribonucleoside diphosphate metabolic process","6/168","138/18670",0.00156866713313692,0.0224832599635705,0.0176154728183477,"GAPDH/AK2/PKM/TPI1/ENO1/PGAM1",6
"GO:0046631","alpha-beta T cell activation","6/168","138/18670",0.00156866713313692,0.0224832599635705,0.0176154728183477,"ADA/BATF/SEMA4A/EBI3/NFKBIZ/IRF4",6
"GO:0043902","positive regulation of multi-organism process","7/168","188/18670",0.00158927771071149,0.0224832599635705,0.0176154728183477,"MDFIC/GAPDH/PPIA/POLR2E/C1QBP/GRN/MIF",7
"GO:1901292","nucleoside phosphate catabolic process","7/168","188/18670",0.00158927771071149,0.0224832599635705,0.0176154728183477,"ADA/GAPDH/PKM/TPI1/ENO1/PGAM1/DUT",7
"GO:0010460","positive regulation of heart rate","3/168","26/18670",0.00159809740998105,0.0224832599635705,0.0176154728183477,"ADA/ATP5PF/ADM",3
"GO:0071624","positive regulation of granulocyte chemotaxis","3/168","26/18670",0.00159809740998105,0.0224832599635705,0.0176154728183477,"MDK/C1QBP/RAC1",3
"GO:0072539","T-helper 17 cell differentiation","3/168","26/18670",0.00159809740998105,0.0224832599635705,0.0176154728183477,"BATF/NFKBIZ/IRF4",3
"GO:1900739","regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway","3/168","26/18670",0.00159809740998105,0.0224832599635705,0.0176154728183477,"BID/PMAIP1/TFDP1",3
"GO:1900740","positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway","3/168","26/18670",0.00159809740998105,0.0224832599635705,0.0176154728183477,"BID/PMAIP1/TFDP1",3
"GO:0002381","immunoglobulin production involved in immunoglobulin mediated immune response","4/168","56/18670",0.00161417395951574,0.0224832599635705,0.0176154728183477,"BATF/TFRC/HSPD1/POU2F2",4
"GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","4/168","56/18670",0.00161417395951574,0.0224832599635705,0.0176154728183477,"MDM2/TFDP1/PCNA/BAX",4
"GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","6/168","139/18670",0.00162744132372824,0.0224832599635705,0.0176154728183477,"IGLC3/IGLC1/IGLC2/IGKC/RAC1/HSP90AA1",6
"GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis","6/168","139/18670",0.00162744132372824,0.0224832599635705,0.0176154728183477,"IGLC3/IGLC1/IGLC2/IGKC/RAC1/HSP90AA1",6
"GO:0019362","pyridine nucleotide metabolic process","7/168","189/18670",0.00163815196258635,0.0224832599635705,0.0176154728183477,"GAPDH/LDHB/PKM/MDH2/TPI1/ENO1/PGAM1",7
"GO:0046496","nicotinamide nucleotide metabolic process","7/168","189/18670",0.00163815196258635,0.0224832599635705,0.0176154728183477,"GAPDH/LDHB/PKM/MDH2/TPI1/ENO1/PGAM1",7
"GO:0009185","ribonucleoside diphosphate metabolic process","6/168","140/18670",0.001687875598795,0.0230599259890166,0.0180672865105333,"GAPDH/AK2/PKM/TPI1/ENO1/PGAM1",6
"GO:0043525","positive regulation of neuron apoptotic process","4/168","57/18670",0.00172396365841248,0.0232346813782439,0.0182042061037676,"MYBL2/GRN/BAX/CCL3",4
"GO:0072431","signal transduction involved in mitotic G1 DNA damage checkpoint","4/168","57/18670",0.00172396365841248,0.0232346813782439,0.0182042061037676,"MDM2/TFDP1/PCNA/BAX",4
"GO:1902400","intracellular signal transduction involved in G1 DNA damage checkpoint","4/168","57/18670",0.00172396365841248,0.0232346813782439,0.0182042061037676,"MDM2/TFDP1/PCNA/BAX",4
"GO:0060326","cell chemotaxis","9/168","304/18670",0.00176831651346752,0.0237255740282279,0.0185888169718771,"LGALS3/GAB1/MDK/C1QBP/RAC1/MIF/HSPB1/CCL3/HMGB2",9
"GO:0022616","DNA strand elongation","3/168","27/18670",0.00178605345709638,0.0237505419716995,0.0186083791763913,"POLD2/MCM7/PCNA",3
"GO:0032201","telomere maintenance via semi-conservative replication","3/168","27/18670",0.00178605345709638,0.0237505419716995,0.0186083791763913,"POLD2/RPA3/PCNA",3
"GO:0038094","Fc-gamma receptor signaling pathway","6/168","142/18670",0.00181384578854333,0.0240133920323966,0.0188143203124638,"IGLC3/IGLC1/IGLC2/IGKC/RAC1/HSP90AA1",6
"GO:0042093","T-helper cell differentiation","4/168","58/18670",0.00183883168059523,0.024130633282197,0.0189061779902381,"BATF/SEMA4A/NFKBIZ/IRF4",4
"GO:1903749","positive regulation of establishment of protein localization to mitochondrion","4/168","58/18670",0.00183883168059523,0.024130633282197,0.0189061779902381,"BID/PMAIP1/TFDP1/PDCD5",4
"GO:0046434","organophosphate catabolic process","8/168","248/18670",0.00185947766776548,0.0242950095281847,0.0190349655992356,"ADA/PRDX6/GAPDH/PKM/TPI1/ENO1/PGAM1/DUT",8
"GO:0006909","phagocytosis","10/168","369/18670",0.0019152251903653,0.0248348406736605,0.0194579194273297,"IGHA2/IGLC3/IGLC1/IGLC2/MYO7A/IGKC/IGHV5-51/IGHV3-49/RAC1/HSP90AA1",10
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","5/168","98/18670",0.00192435269409186,0.0248348406736605,0.0194579194273297,"BID/MDM2/ENO1/MIF/HSPB1",5
"GO:0072524","pyridine-containing compound metabolic process","7/168","195/18670",0.00195647645614652,0.0248348406736605,0.0194579194273297,"GAPDH/LDHB/PKM/MDH2/TPI1/ENO1/PGAM1",7
"GO:0043388","positive regulation of DNA binding","4/168","59/18670",0.00195889786062295,0.0248348406736605,0.0194579194273297,"NME1/TXN/IRF4/HMGB2",4
"GO:0072413","signal transduction involved in mitotic cell cycle checkpoint","4/168","59/18670",0.00195889786062295,0.0248348406736605,0.0194579194273297,"MDM2/TFDP1/PCNA/BAX",4
"GO:1902402","signal transduction involved in mitotic DNA damage checkpoint","4/168","59/18670",0.00195889786062295,0.0248348406736605,0.0194579194273297,"MDM2/TFDP1/PCNA/BAX",4
"GO:1902403","signal transduction involved in mitotic DNA integrity checkpoint","4/168","59/18670",0.00195889786062295,0.0248348406736605,0.0194579194273297,"MDM2/TFDP1/PCNA/BAX",4
"GO:0072527","pyrimidine-containing compound metabolic process","5/168","99/18670",0.00201221026946573,0.0252381452829222,0.0197739056941556,"NME1/TYMS/ERH/NME2/DUT",5
"GO:0002685","regulation of leukocyte migration","7/168","196/18670",0.00201388871137754,0.0252381452829222,0.0197739056941556,"ADA/LGALS3/MDK/C1QBP/RAC1/MIF/CCL3",7
"GO:0002431","Fc receptor mediated stimulatory signaling pathway","6/168","145/18670",0.0020160149473992,0.0252381452829222,0.0197739056941556,"IGLC3/IGLC1/IGLC2/IGKC/RAC1/HSP90AA1",6
"GO:0051098","regulation of binding","10/168","373/18670",0.00207186420197729,0.0257692979933384,0.0201900600306658,"LGALS3/CAV1/NME1/PIM2/TXN/STMN1/RAN/IRF4/BAX/HMGB2",10
"GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","4/168","60/18670",0.00208428145534355,0.0257692979933384,0.0201900600306658,"BATF/SEMA4A/NFKBIZ/IRF4",4
"GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","4/168","60/18670",0.00208428145534355,0.0257692979933384,0.0201900600306658,"BID/PMAIP1/TFDP1/BAX",4
"GO:0035966","response to topologically incorrect protein","7/168","199/18670",0.00219398540655827,0.0264047110397547,0.0206879015921523,"HSPD1/BAX/HSP90AA1/DNAJB1/HSPB1/HSP90B1/HSPA6",7
"GO:0002027","regulation of heart rate","5/168","101/18670",0.00219666833897543,0.0264047110397547,0.0206879015921523,"ADA/CAV1/MDM2/ATP5PF/ADM",5
"GO:0046632","alpha-beta T cell differentiation","5/168","101/18670",0.00219666833897543,0.0264047110397547,0.0206879015921523,"ADA/BATF/SEMA4A/NFKBIZ/IRF4",5
"GO:0072538","T-helper 17 type immune response","3/168","29/18670",0.00220200419155106,0.0264047110397547,0.0206879015921523,"BATF/NFKBIZ/IRF4",3
"GO:1902624","positive regulation of neutrophil migration","3/168","29/18670",0.00220200419155106,0.0264047110397547,0.0206879015921523,"MDK/C1QBP/RAC1",3
"GO:0022409","positive regulation of cell-cell adhesion","8/168","255/18670",0.00221102966622618,0.0264047110397547,0.0206879015921523,"ADA/EBI3/TFRC/CAV1/MDK/HSPD1/RAC1/NFKBIZ",8
"GO:0002287","alpha-beta T cell activation involved in immune response","4/168","61/18670",0.00221510109324145,0.0264047110397547,0.0206879015921523,"BATF/SEMA4A/NFKBIZ/IRF4",4
"GO:0002293","alpha-beta T cell differentiation involved in immune response","4/168","61/18670",0.00221510109324145,0.0264047110397547,0.0206879015921523,"BATF/SEMA4A/NFKBIZ/IRF4",4
"GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","4/168","61/18670",0.00221510109324145,0.0264047110397547,0.0206879015921523,"BID/CAV1/PMAIP1/BAX",4
"GO:0008277","regulation of G protein-coupled receptor signaling pathway","6/168","149/18670",0.00231154425854223,0.0271645265583088,0.021283211597718,"RGS13/ADA/RGS10/RGS1/STMN1/ADM",6
"GO:2001056","positive regulation of cysteine-type endopeptidase activity","6/168","149/18670",0.00231154425854223,0.0271645265583088,0.021283211597718,"BEX3/BID/PMAIP1/HSPD1/PDCD5/BAX",6
